,Links,Qiymetler,Valyuta,Yer,Məlumat,Paylaşılma vaxtı,Scrape Vaxtı,Təmirli?,Çıxarış?,Ipoteka?
42,https://bina.az/items/3337564,217 000,AZN,Nəriman Nərimanov m.,"3 otaqlı
115 m²
15/18 mərtəbə","Bakı, bugün 19:00",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka var
43,https://bina.az/items/3382581,209 900,AZN,Nəriman Nərimanov m.,"2 otaqlı
70 m²
3/16 mərtəbə","Bakı, bugün 18:59",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka var
44,https://bina.az/items/3405380,520 000,AZN,Nəriman Nərimanov m.,"5 otaqlı
250 m²
7/16 mərtəbə","Bakı, bugün 18:56",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka var
45,https://bina.az/items/3406035,260 000,AZN,Nərimanov r.,"3 otaqlı
118 m²
13/16 mərtəbə","Bakı, bugün 18:56",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka var
46,https://bina.az/items/3388651,290 000,AZN,Nəriman Nərimanov m.,"4 otaqlı
120 m²
4/8 mərtəbə","Bakı, bugün 18:56",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka var
47,https://bina.az/items/3417533,275 000,AZN,Nərimanov r.,"4 otaqlı
180 m²
14/15 mərtəbə","Bakı, bugün 18:56",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka var
48,https://bina.az/yasayis-kompleksleri/82,151 200,AZN,Gənclik m.,"2 otaqlı
67.2 m²","Bakı, bugün 20:41",16/04/2023 23:07,Təmirli deyil,Çıxarış yoxdur,İpoteka yoxdur
49,https://bina.az/yasayis-kompleksleri/82,225 412,AZN,Gənclik m.,"2 otaqlı
102.5 m²","Bakı, bugün 20:41",16/04/2023 23:07,Təmirli deyil,Çıxarış yoxdur,İpoteka yoxdur
50,https://bina.az/items/3371488,174 000,AZN,Gənclik m.,"2 otaqlı
80 m²
8/17 mərtəbə","Bakı, bugün 20:34",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka var
51,https://bina.az/items/3244293,205 000,AZN,Nərimanov r.,"3 otaqlı
78 m²
12/17 mərtəbə","Bakı, bugün 20:14",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka yoxdur
52,https://bina.az/items/3199438,289 000,AZN,Nərimanov r.,"3 otaqlı
110 m²
4/16 mərtəbə","Bakı, bugün 19:45",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka var
53,https://bina.az/items/3422736,168 000,AZN,Nərimanov r.,"3 otaqlı
100 m²
7/16 mərtəbə","Bakı, bugün 19:37",16/04/2023 23:07,Təmirli deyil,Çıxarış yoxdur,İpoteka yoxdur
54,https://bina.az/items/3337449,570 000,AZN,Nəriman Nərimanov m.,"4 otaqlı
180.5 m²
6/18 mərtəbə","Bakı, bugün 19:45",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka var
55,https://bina.az/items/3385019,196 500,AZN,Nəriman Nərimanov m.,"2 otaqlı
72 m²
4/20 mərtəbə","Bakı, bugün 19:25",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka var
56,https://bina.az/items/3411337,165 000,AZN,Nərimanov r.,"2 otaqlı
70 m²
8/16 mərtəbə","Bakı, bugün 19:24",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka var
57,https://bina.az/items/2980130,233 500,AZN,Nəriman Nərimanov m.,"3 otaqlı
113 m²
7/18 mərtəbə","Bakı, bugün 19:19",16/04/2023 23:07,Təmirli,Çıxarış yoxdur,İpoteka yoxdur
58,https://bina.az/items/3404460,360 000,AZN,Gənclik m.,"3 otaqlı
165 m²
6/12 mərtəbə","Bakı, bugün 19:16",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka var
59,https://bina.az/items/3168351,289 000,AZN,Nərimanov r.,"3 otaqlı
107 m²
4/18 mərtəbə","Bakı, bugün 19:14",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka var
60,https://bina.az/items/3336031,286 000,AZN,Nərimanov r.,"3 otaqlı
117 m²
16/18 mərtəbə","Bakı, bugün 19:14",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka var
61,https://bina.az/items/3364740,270 000,AZN,Nərimanov r.,"3 otaqlı
136 m²
4/14 mərtəbə","Bakı, bugün 18:54",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka var
62,https://bina.az/items/3391543,265 000,AZN,Nəriman Nərimanov m.,"2 otaqlı
103 m²
8/14 mərtəbə","Bakı, bugün 18:54",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka var
63,https://bina.az/items/3411344,116 000,AZN,Gənclik m.,"2 otaqlı
60 m²
2/9 mərtəbə","Bakı, bugün 18:54",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka var
64,https://bina.az/items/3337493,570 000,AZN,Nəriman Nərimanov m.,"3 otaqlı
178 m²
6/18 mərtəbə","Bakı, bugün 18:54",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka var
65,https://bina.az/items/3382719,215 000,AZN,Nərimanov r.,"2 otaqlı
109 m²
17/18 mərtəbə","Bakı, bugün 18:50",16/04/2023 23:07,Təmirli deyil,Çıxarış var,İpoteka var
66,https://bina.az/items/3424438,305 000,AZN,Gənclik m.,"2 otaqlı
105 m²
12/18 mərtəbə","Bakı, bugün 18:47",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka yoxdur
67,https://bina.az/items/3189857,136 000,AZN,Dərnəgül m.,"2 otaqlı
66 m²
3/17 mərtəbə","Bakı, bugün 18:46",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka var
68,https://bina.az/items/3419673,155 000,AZN,Gənclik m.,"2 otaqlı
60 m²
10/16 mərtəbə","Bakı, bugün 18:46",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka var
69,https://bina.az/items/3401724,289 000,AZN,Nərimanov r.,"3 otaqlı
110 m²
4/18 mərtəbə","Bakı, bugün 18:34",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka var
70,https://bina.az/items/3420214,194 000,AZN,Gənclik m.,"2 otaqlı
90 m²
16/18 mərtəbə","Bakı, bugün 18:31",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka var
71,https://bina.az/items/3400451,185 000,AZN,Nərimanov r.,"2 otaqlı
88 m²
7/14 mərtəbə","Bakı, bugün 18:26",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka var
72,https://bina.az/items/3419160,189 900,AZN,Nərimanov r.,"2 otaqlı
65 m²
10/16 mərtəbə","Bakı, bugün 18:25",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka var
73,https://bina.az/items/3366489,275 000,AZN,Nəriman Nərimanov m.,"4 otaqlı
132 m²
2/19 mərtəbə","Bakı, bugün 18:20",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka yoxdur
74,https://bina.az/items/3424370,200 000,AZN,Nəriman Nərimanov m.,"3 otaqlı
110 m²
10/19 mərtəbə","Bakı, bugün 18:17",16/04/2023 23:07,Təmirli,Çıxarış yoxdur,İpoteka yoxdur
75,https://bina.az/items/3424365,287 100,AZN,Nəriman Nərimanov m.,"4 otaqlı
174 m²
14/17 mərtəbə","Bakı, bugün 18:16",16/04/2023 23:07,Təmirli deyil,Çıxarış yoxdur,İpoteka yoxdur
76,https://bina.az/items/3424361,215 000,AZN,Nərimanov r.,"3 otaqlı
84 m²
9/16 mərtəbə","Bakı, bugün 18:13",16/04/2023 23:07,Təmirli deyil,Çıxarış yoxdur,İpoteka yoxdur
77,https://bina.az/items/3315395,220 000,AZN,Gənclik m.,"3 otaqlı
100 m²
6/16 mərtəbə","Bakı, bugün 18:11",16/04/2023 23:07,Təmirli deyil,Çıxarış yoxdur,İpoteka yoxdur
78,https://bina.az/items/3205302,170 000,AZN,Nərimanov r.,"2 otaqlı
70 m²
3/8 mərtəbə","Bakı, bugün 18:11",16/04/2023 23:07,Təmirli,Çıxarış yoxdur,İpoteka yoxdur
79,https://bina.az/items/3360502,265 000,AZN,Nəriman Nərimanov m.,"2 otaqlı
78 m²
6/16 mərtəbə","Bakı, bugün 18:10",16/04/2023 23:07,Təmirli,Çıxarış yoxdur,İpoteka yoxdur
80,https://bina.az/items/3424354,279 000,AZN,Nəriman Nərimanov m.,"4 otaqlı
118 m²
5/17 mərtəbə","Bakı, bugün 18:10",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka var
81,https://bina.az/items/3424353,205 000,AZN,Gənclik m.,"3 otaqlı
80 m²
12/17 mərtəbə","Bakı, bugün 18:40",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka var
82,https://bina.az/items/3319315,275 000,AZN,Nərimanov r.,"3 otaqlı
137 m²
8/15 mərtəbə","Bakı, bugün 18:07",16/04/2023 23:07,Təmirli deyil,Çıxarış var,İpoteka yoxdur
83,https://bina.az/items/3417550,155 000,AZN,Nəriman Nərimanov m.,"2 otaqlı
80 m²
10/18 mərtəbə","Bakı, bugün 18:06",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka var
84,https://bina.az/items/3189709,217 000,AZN,28 May m.,"3 otaqlı
125 m²
15/18 mərtəbə","Bakı, bugün 17:51",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka yoxdur
85,https://bina.az/items/3158871,240 000,AZN,8 Noyabr m.,"3 otaqlı
130 m²
2/15 mərtəbə","Bakı, bugün 17:49",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka yoxdur
86,https://bina.az/items/3084076,325 000,AZN,Nəriman Nərimanov m.,"3 otaqlı
175 m²
15/22 mərtəbə","Bakı, bugün 17:48",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka var
87,https://bina.az/items/3342024,228 000,AZN,8 Noyabr m.,"2 otaqlı
107 m²
16/18 mərtəbə","Bakı, bugün 17:48",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka yoxdur
88,https://bina.az/items/3090446,250 000,AZN,Nəriman Nərimanov m.,"3 otaqlı
130 m²
14/19 mərtəbə","Bakı, bugün 17:48",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka yoxdur
89,https://bina.az/items/3310616,217 000,AZN,Nəriman Nərimanov m.,"3 otaqlı
112 m²
15/18 mərtəbə","Bakı, bugün 17:48",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka var
90,https://bina.az/items/3320935,147 000,AZN,Nərimanov r.,"2 otaqlı
70 m²
5/18 mərtəbə","Bakı, bugün 17:42",16/04/2023 23:07,Təmirli,Çıxarış yoxdur,İpoteka yoxdur
91,https://bina.az/items/3424025,284 000,AZN,Nəriman Nərimanov m.,"3 otaqlı
145 m²
4/12 mərtəbə","Bakı, bugün 17:38",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka var
92,https://bina.az/items/3051277,555 000,AZN,Nəriman Nərimanov m.,"4 otaqlı
250 m²
5/18 mərtəbə","Bakı, bugün 17:36",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka yoxdur
93,https://bina.az/items/3424233,150 000,AZN,Nərimanov r.,"2 otaqlı
60 m²
14/17 mərtəbə","Bakı, bugün 17:22",16/04/2023 23:07,Təmirli,Çıxarış yoxdur,İpoteka yoxdur
94,https://bina.az/items/3394143,215 000,AZN,Koroğlu m.,"2 otaqlı
85.5 m²
9/17 mərtəbə","Bakı, bugün 17:19",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka var
95,https://bina.az/items/3420978,240 000,AZN,Nəriman Nərimanov m.,"2 otaqlı
95 m²
11/16 mərtəbə","Bakı, bugün 17:17",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka yoxdur
96,https://bina.az/items/3424218,240 000,AZN,Nəriman Nərimanov m.,"2 otaqlı
100 m²
11/18 mərtəbə","Bakı, bugün 17:16",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka var
97,https://bina.az/items/3424199,179 000,AZN,Bakmil m.,"2 otaqlı
103 m²
13/14 mərtəbə","Bakı, bugün 17:04",16/04/2023 23:07,Təmirli deyil,Çıxarış yoxdur,İpoteka yoxdur
98,https://bina.az/items/3341861,230 000,AZN,Gənclik m.,"4 otaqlı
160 m²
2/9 mərtəbə","Bakı, bugün 17:03",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka yoxdur
99,https://bina.az/items/3203455,260 000,AZN,Gənclik m.,"3 otaqlı
120 m²
4/16 mərtəbə","Bakı, bugün 17:00",16/04/2023 23:07,Təmirli,Çıxarış yoxdur,İpoteka yoxdur
100,https://bina.az/items/3181069,280 000,AZN,Nərimanov r.,"3 otaqlı
140 m²
4/8 mərtəbə","Bakı, bugün 17:00",16/04/2023 23:07,Təmirli deyil,Çıxarış var,İpoteka var
101,https://bina.az/items/3391487,140 000,AZN,Nərimanov r.,"2 otaqlı
55 m²
4/9 mərtəbə","Bakı, bugün 16:58",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka var
102,https://bina.az/items/3424168,350 000,AZN,Gənclik m.,"4 otaqlı
185 m²
12/17 mərtəbə","Bakı, bugün 17:02",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka yoxdur
103,https://bina.az/items/3386804,175 000,AZN,Gənclik m.,"2 otaqlı
94 m²
7/16 mərtəbə","Bakı, bugün 16:50",16/04/2023 23:07,Təmirli deyil,Çıxarış yoxdur,İpoteka yoxdur
104,https://bina.az/items/3367842,225 000,AZN,Koroğlu m.,"4 otaqlı
153 m²
10/13 mərtəbə","Bakı, bugün 16:46",16/04/2023 23:07,Təmirli deyil,Çıxarış var,İpoteka var
105,https://bina.az/items/3424151,278 000,AZN,Nərimanov r.,"3 otaqlı
125 m²
11/22 mərtəbə","Bakı, bugün 16:40",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka var
106,https://bina.az/items/3424146,245 000,AZN,Nəriman Nərimanov m.,"3 otaqlı
103 m²
3/7 mərtəbə","Bakı, bugün 16:39",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka var
107,https://bina.az/items/3356909,262 000,AZN,28 May m.,"3 otaqlı
111 m²
11/14 mərtəbə","Bakı, bugün 16:38",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka var
108,https://bina.az/items/3403867,129 000,AZN,Nəriman Nərimanov m.,"1 otaqlı
63.2 m²
9/16 mərtəbə","Bakı, bugün 16:38",16/04/2023 23:07,Təmirli deyil,Çıxarış yoxdur,İpoteka yoxdur
109,https://bina.az/items/3393369,155 000,AZN,Gənclik m.,"2 otaqlı
54 m²
9/16 mərtəbə","Bakı, bugün 16:38",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka yoxdur
110,https://bina.az/items/3381217,155 000,AZN,Nəriman Nərimanov m.,"2 otaqlı
65 m²
2/17 mərtəbə","Bakı, bugün 16:37",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka yoxdur
111,https://bina.az/items/3418011,190 000,AZN,Nəriman Nərimanov m.,"2 otaqlı
65 m²
10/16 mərtəbə","Bakı, bugün 16:30",16/04/2023 23:07,Təmirli deyil,Çıxarış var,İpoteka yoxdur
112,https://bina.az/items/3424109,310 000,AZN,Nərimanov r.,"3 otaqlı
134 m²
3/17 mərtəbə","Bakı, bugün 16:25",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka var
113,https://bina.az/items/3337513,215 000,AZN,Nəriman Nərimanov m.,"3 otaqlı
115 m²
15/18 mərtəbə","Bakı, bugün 16:21",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka var
114,https://bina.az/items/3393984,205 000,AZN,Nəriman Nərimanov m.,"2 otaqlı
90 m²
6/16 mərtəbə","Bakı, bugün 16:21",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka var
115,https://bina.az/items/3424103,99 000,AZN,Nəriman Nərimanov m.,"2 otaqlı
55 m²
1/5 mərtəbə","Bakı, bugün 16:21",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka yoxdur
116,https://bina.az/items/3381546,137 800,AZN,Nəriman Nərimanov m.,"1 otaqlı
66 m²
11/17 mərtəbə","Bakı, bugün 16:19",16/04/2023 23:07,Təmirli deyil,Çıxarış yoxdur,İpoteka yoxdur
117,https://bina.az/items/3402380,139 800,AZN,28 May m.,"2 otaqlı
76 m²
14/16 mərtəbə","Bakı, bugün 16:15",16/04/2023 23:07,Təmirli deyil,Çıxarış yoxdur,İpoteka yoxdur
118,https://bina.az/items/3415542,355 000,AZN,Gənclik m.,"3 otaqlı
150 m²
7/17 mərtəbə","Bakı, bugün 16:13",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka var
119,https://bina.az/items/3392383,275 000,AZN,Nərimanov r.,"3 otaqlı
99 m²
17/19 mərtəbə","Bakı, bugün 16:11",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka var
120,https://bina.az/items/3026637,570 000,AZN,Nərimanov r.,"3 otaqlı
180 m²
8/18 mərtəbə","Bakı, bugün 16:11",16/04/2023 23:07,Təmirli deyil,Çıxarış var,İpoteka yoxdur
121,https://bina.az/items/3424083,185 000,AZN,Nərimanov r.,"3 otaqlı
102 m²
6/15 mərtəbə","Bakı, bugün 16:14",16/04/2023 23:07,Təmirli deyil,Çıxarış yoxdur,İpoteka yoxdur
122,https://bina.az/items/3320607,345 000,AZN,Nəriman Nərimanov m.,"4 otaqlı
190 m²
8/9 mərtəbə","Bakı, bugün 16:09",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka var
123,https://bina.az/items/3357794,189 000,AZN,Nərimanov r.,"3 otaqlı
100 m²
5/16 mərtəbə","Bakı, bugün 16:08",16/04/2023 23:07,Təmirli deyil,Çıxarış yoxdur,İpoteka yoxdur
124,https://bina.az/items/3418693,175 000,AZN,Gənclik m.,"2 otaqlı
90 m²
6/16 mərtəbə","Bakı, bugün 16:08",16/04/2023 23:07,Təmirli deyil,Çıxarış yoxdur,İpoteka yoxdur
125,https://bina.az/items/3386638,295 000,AZN,Gənclik m.,"3 otaqlı
117 m²
16/18 mərtəbə","Bakı, bugün 16:07",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka yoxdur
126,https://bina.az/items/3358851,264 000,AZN,Nəriman Nərimanov m.,"3 otaqlı
140 m²
5/16 mərtəbə","Bakı, bugün 16:06",16/04/2023 23:07,Təmirli,Çıxarış var,İpoteka var
127,https://bina.az/items/3424069,192 000,AZN,Nərimanov r.,"3 otaqlı
105 m²
5/6 mərtəbə","Bakı, bugün 16:05",16/04/2023 23:07,Təmirli deyil,Çıxarış yoxdur,İpoteka yoxdur
